combination,K,silhouette_score
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,8,0.15939736366271973
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,9,0.17195332050323486
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,10,0.17304931581020355
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,11,0.18311023712158203
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,12,0.18159489333629608
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,13,0.19013214111328125
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,14,0.17522893846035004
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,15,0.19325360655784607
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,16,0.206105038523674
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,17,0.20860058069229126
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,18,0.22164836525917053
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,19,0.21154555678367615
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,20,0.2250840663909912
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,21,0.23431244492530823
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,22,0.23647113144397736
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,23,0.2530147135257721
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,24,0.24423201382160187
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,25,0.2530963122844696
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,26,0.25102850794792175
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,27,0.25981584191322327
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,28,0.253881573677063
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,29,0.2624138593673706
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-Christiana Healthcare,30,0.2696673572063446
